cmd;adc_a;adc_b;created_at
1;16508055;8609109;2021-07-30 12:22:16.461809
1;16507942;8609137;2021-07-30 12:22:17.464047
1;16507903;8609060;2021-07-30 12:22:19.466711
1;16507933;8609133;2021-07-30 12:22:20.468022
1;16507964;8609081;2021-07-30 12:22:21.469347
1;16507932;8609130;2021-07-30 12:22:22.470823
1;16507904;8609171;2021-07-30 12:22:23.472463
1;16508006;8609187;2021-07-30 12:22:24.474433
1;16508023;8609070;2021-07-30 12:22:25.476104
1;16508008;8609159;2021-07-30 12:22:26.477604
1;16507966;8609139;2021-07-30 12:22:27.479068
1;16507946;8609111;2021-07-30 12:22:28.480021
1;16508022;8609138;2021-07-30 12:22:29.481693
1;16507980;8609017;2021-07-30 12:22:30.482933
1;16507977;8609154;2021-07-30 12:22:31.484961
1;16507983;8609096;2021-07-30 12:22:32.487063
1;16508030;8609078;2021-07-30 12:22:33.488630
1;16507921;8609082;2021-07-30 12:22:34.489621
1;16507881;8609136;2021-07-30 12:22:35.491937
1;16507604;8609098;2021-07-30 12:22:36.494469
1;16508008;8609041;2021-07-30 12:22:37.496611
1;16507479;8609070;2021-07-30 12:22:38.497809
1;16507908;8609049;2021-07-30 12:22:39.500014
1;16507958;8609169;2021-07-30 12:22:40.501183
1;16507837;8609208;2021-07-30 12:22:41.502672
1;16507609;8609264;2021-07-30 12:22:42.503747
1;16507629;8609114;2021-07-30 12:22:43.506523
1;16507426;8609236;2021-07-30 12:22:44.507084
1;16507391;8609093;2021-07-30 12:22:46.510683
1;16507487;8609161;2021-07-30 12:22:47.512505
1;16507596;8609060;2021-07-30 12:22:48.514381
1;16507559;8609045;2021-07-30 12:22:49.516235
1;16507458;8609041;2021-07-30 12:22:50.517536
1;16507392;8608986;2021-07-30 12:22:51.518870
1;16507399;8608951;2021-07-30 12:22:52.520543
1;16507720;8609037;2021-07-30 12:22:53.522121
1;16507473;8609001;2021-07-30 12:22:54.523750
1;16507322;8608964;2021-07-30 12:22:55.525314
1;16507365;8609001;2021-07-30 12:22:56.526767
1;16507545;8609011;2021-07-30 12:22:57.528163
1;16507653;8609032;2021-07-30 12:22:58.529511
1;16507483;8609046;2021-07-30 12:22:59.530868
1;16507373;8609145;2021-07-30 12:23:00.532158
1;16507644;8609097;2021-07-30 12:23:01.533397
1;16507691;8609081;2021-07-30 12:23:02.534580
1;16507900;8609125;2021-07-30 12:23:03.535761
1;16507557;8609209;2021-07-30 12:23:04.536905
1;16507524;8609108;2021-07-30 12:23:05.538516
1;16507563;8609117;2021-07-30 12:23:06.540814
1;16507607;8609154;2021-07-30 12:23:07.541920
1;16507390;8609052;2021-07-30 12:23:08.543570
1;16507471;8609157;2021-07-30 12:23:09.545300
1;16507374;8609066;2021-07-30 12:23:10.547114
1;16507646;8608994;2021-07-30 12:23:11.548614
1;16507823;8608924;2021-07-30 12:23:12.550939
1;16507695;8609026;2021-07-30 12:23:14.553687
1;16507734;8608971;2021-07-30 12:23:15.555486
1;16507758;8608972;2021-07-30 12:23:16.557538
1;16507879;8608870;2021-07-30 12:23:17.558917
1;16507889;8608911;2021-07-30 12:23:18.560588
1;16507827;8608992;2021-07-30 12:23:19.562267
1;16507785;8609021;2021-07-30 12:23:20.563938
1;16507878;8609043;2021-07-30 12:23:21.565483
1;16507888;8609032;2021-07-30 12:23:22.566386
1;16507840;8609076;2021-07-30 12:23:23.567836
1;16507876;8609083;2021-07-30 12:23:24.569316
1;16507903;8609165;2021-07-30 12:23:25.570768
1;16507906;8609158;2021-07-30 12:23:26.572148
1;16507893;8609152;2021-07-30 12:23:27.573650
1;16507755;8609059;2021-07-30 12:23:28.574878
1;16507868;8609089;2021-07-30 12:23:29.576029
1;16507804;8609171;2021-07-30 12:23:30.578227
1;16507719;8609129;2021-07-30 12:23:31.579677
1;16507736;8609010;2021-07-30 12:23:32.581188
1;16507816;8609148;2021-07-30 12:23:33.583669
1;16507708;8609052;2021-07-30 12:23:34.584915
1;16507768;8609047;2021-07-30 12:23:35.586088
1;16507695;8609012;2021-07-30 12:23:36.588943
1;16507675;8609007;2021-07-30 12:23:37.590310
1;16507725;8608973;2021-07-30 12:23:38.592068
1;16507808;8609017;2021-07-30 12:23:39.593264
1;16507840;8608970;2021-07-30 12:23:41.596148
1;16507871;8608987;2021-07-30 12:23:42.598089
1;16507817;8609084;2021-07-30 12:23:43.600002
1;16507924;8609012;2021-07-30 12:23:44.601857
1;16507943;8609053;2021-07-30 12:23:45.603694
1;16508102;8609166;2021-07-30 12:23:46.606058
1;16507941;8609055;2021-07-30 12:23:47.607729
1;16507882;8609168;2021-07-30 12:23:48.610549
1;16507921;8609068;2021-07-30 12:23:49.612980
1;16507908;8609113;2021-07-30 12:23:50.615563
1;16507759;8609141;2021-07-30 12:23:51.617414
1;16507865;8608989;2021-07-30 12:23:52.619618
1;16507836;8608969;2021-07-30 12:23:53.621876
1;16507954;8608970;2021-07-30 12:23:54.624888
1;16507777;8608979;2021-07-30 12:23:55.626718
1;16507746;8608990;2021-07-30 12:23:56.629222
1;16507798;8608986;2021-07-30 12:23:57.631745
1;16507969;8608865;2021-07-30 12:23:58.633849
1;16507859;8608912;2021-07-30 12:23:59.636276
1;16507910;8608920;2021-07-30 12:24:00.637580
1;16507831;8609039;2021-07-30 12:24:01.638958
1;16507883;8609060;2021-07-30 12:24:02.640668
1;16507917;8608934;2021-07-30 12:24:03.642547
1;16507958;8609043;2021-07-30 12:24:04.643905
1;16507943;8609039;2021-07-30 12:24:05.645472
1;16507970;8609174;2021-07-30 12:24:06.647084
1;16507798;8609103;2021-07-30 12:24:07.649727
1;16507829;8609192;2021-07-30 12:24:09.652981
1;16507865;8609183;2021-07-30 12:24:10.655483
1;16507832;8609089;2021-07-30 12:24:11.657369
1;16507764;8609094;2021-07-30 12:24:12.658950
1;16507846;8609130;2021-07-30 12:24:13.660633
1;16507857;8609112;2021-07-30 12:24:14.661710
1;16507805;8609021;2021-07-30 12:24:15.662704
1;16507859;8609014;2021-07-30 12:24:16.665499
1;16507699;8608991;2021-07-30 12:24:17.667791
1;16507642;8609036;2021-07-30 12:24:18.670557
1;16507814;8608944;2021-07-30 12:24:19.672389
1;16507768;8609013;2021-07-30 12:24:20.674036
1;16507203;8609023;2021-07-30 12:24:21.676488
1;16507870;8608995;2021-07-30 12:24:22.677594
2;16507758;8608998;2021-07-30 12:24:23.678622
2;16507241;8608916;2021-07-30 12:24:24.679810
1;16507405;8609014;2021-07-30 12:24:25.680946
1;16507433;8609097;2021-07-30 12:24:26.682053
1;16507391;8609159;2021-07-30 12:24:27.683165
1;16507951;8609100;2021-07-30 12:24:28.684203
1;16507464;8609096;2021-07-30 12:24:29.685230
1;16507989;8609138;2021-07-30 12:24:31.688177
1;16507938;8609141;2021-07-30 12:24:32.690280
1;16507844;8609131;2021-07-30 12:24:33.692167
1;16507738;8609197;2021-07-30 12:24:34.694629
1;16507740;8609151;2021-07-30 12:24:35.697115
1;16507718;8609191;2021-07-30 12:24:36.699034
1;16507757;8609036;2021-07-30 12:24:37.701431
1;16507714;8609072;2021-07-30 12:24:38.703761
1;16507661;8609030;2021-07-30 12:24:39.706257
1;16507802;8609058;2021-07-30 12:24:40.708111
1;16507755;8609020;2021-07-30 12:24:41.710701
1;16507797;8609067;2021-07-30 12:24:42.713593
1;16507874;8609047;2021-07-30 12:24:43.716484
1;16507835;8608987;2021-07-30 12:24:44.718281
1;16507806;8609031;2021-07-30 12:24:45.720198
1;16507840;8608940;2021-07-30 12:24:46.720958
1;16507741;8609132;2021-07-30 12:24:47.723184
1;16507815;8609073;2021-07-30 12:24:48.724721
1;16507802;8609045;2021-07-30 12:24:49.727974
1;16507818;8609050;2021-07-30 12:24:50.729934
1;16507863;8609149;2021-07-30 12:24:51.732532
1;16507911;8609169;2021-07-30 12:24:52.734488
1;16507778;8609154;2021-07-30 12:24:53.735694
1;16507791;8609095;2021-07-30 12:24:54.737165
1;16507877;8609201;2021-07-30 12:24:55.739209
1;16507794;8609218;2021-07-30 12:24:56.741574
1;16507824;8609167;2021-07-30 12:24:57.743835
1;16507979;8609099;2021-07-30 12:24:59.746342
1;16507708;8609154;2021-07-30 12:25:00.748678
1;16507687;8609095;2021-07-30 12:25:01.750765
1;16507695;8609095;2021-07-30 12:25:02.752500
1;16507760;8609096;2021-07-30 12:25:03.754464
1;16507751;8609080;2021-07-30 12:25:04.756221
1;16507784;8609050;2021-07-30 12:25:05.757924
1;16507687;8609048;2021-07-30 12:25:06.758974
1;16507866;8609058;2021-07-30 12:25:07.760587
1;16507675;8609136;2021-07-30 12:25:08.762085
1;16507792;8609179;2021-07-30 12:25:09.763539
1;16507835;8609179;2021-07-30 12:25:10.764919
1;16507883;8609241;2021-07-30 12:25:11.766324
1;16507884;8609267;2021-07-30 12:25:12.767767
1;16507979;8609246;2021-07-30 12:25:13.769355
1;16507965;8609286;2021-07-30 12:25:14.770949
1;16507890;8609137;2021-07-30 12:25:15.772666
1;16507967;8609273;2021-07-30 12:25:16.774108
1;16507950;8609300;2021-07-30 12:25:17.775519
1;16507790;8609282;2021-07-30 12:25:18.776654
1;16507854;8609171;2021-07-30 12:25:19.777701
1;16507887;8609237;2021-07-30 12:25:20.778760
1;16507850;8609143;2021-07-30 12:25:21.779702
1;16507854;8609143;2021-07-30 12:25:22.781087
1;16507749;8609119;2021-07-30 12:25:23.782103
1;16507808;8609093;2021-07-30 12:25:24.783602
1;16507788;8609119;2021-07-30 12:25:26.787133
1;16507778;8609090;2021-07-30 12:25:27.789615
1;16507839;8609090;2021-07-30 12:25:28.791955
1;16507843;8608980;2021-07-30 12:25:29.794418
1;16508009;8609138;2021-07-30 12:25:30.795804
1;16507881;8609082;2021-07-30 12:25:31.797308
1;16507849;8609125;2021-07-30 12:25:32.798900
1;16507760;8609121;2021-07-30 12:25:33.800569
1;16507876;8609211;2021-07-30 12:25:34.802203
1;16508009;8609227;2021-07-30 12:25:35.803934
1;16507784;8609078;2021-07-30 12:25:36.805642
1;16507960;8609137;2021-07-30 12:25:37.807036
1;16507884;8609109;2021-07-30 12:25:38.808453
1;16507802;8609208;2021-07-30 12:25:39.809817
1;16507929;8609126;2021-07-30 12:25:40.810856
1;16508007;8609206;2021-07-30 12:25:41.812079
1;16507971;8609218;2021-07-30 12:25:42.813329
1;16507884;8609195;2021-07-30 12:25:43.814617
1;16507872;8609158;2021-07-30 12:25:44.815774
1;16507893;8609175;2021-07-30 12:25:45.817774
1;16507824;8609153;2021-07-30 12:25:46.819608
1;16507840;8609043;2021-07-30 12:25:47.821218
1;16507849;8609121;2021-07-30 12:25:48.823274
1;16507919;8608925;2021-07-30 12:25:49.831121
1;16507838;8609038;2021-07-30 12:25:50.832151
1;16507823;8609056;2021-07-30 12:25:51.833049
1;16507691;8608966;2021-07-30 12:25:52.834017
1;16507779;8609069;2021-07-30 12:25:54.837260
1;16507731;8608952;2021-07-30 12:25:55.839059
1;16507939;8608906;2021-07-30 12:25:56.840931
1;16507301;8608932;2021-07-30 12:25:57.841928
2;16507145;8608769;2021-07-30 12:25:58.842955
2;16507740;8608715;2021-07-30 12:25:59.843952
2;16507601;8609114;2021-07-30 12:26:02.845976
1;16507869;8609139;2021-07-30 12:26:03.847574
1;16507909;8609107;2021-07-30 12:26:04.849158
1;16507801;8609092;2021-07-30 12:26:05.850770
1;16507889;8609148;2021-07-30 12:26:06.852285
1;16507880;8609123;2021-07-30 12:26:07.853716
1;16507967;8609112;2021-07-30 12:26:08.854843
1;16507870;8609021;2021-07-30 12:26:09.856158
1;16507778;8609075;2021-07-30 12:26:10.857474
1;16507799;8609086;2021-07-30 12:26:11.858780
1;16507864;8609035;2021-07-30 12:26:12.860111
1;16507754;8609132;2021-07-30 12:26:13.861407
1;16507709;8609016;2021-07-30 12:26:14.862625
1;16507792;8609021;2021-07-30 12:26:15.863674
1;16507768;8608995;2021-07-30 12:26:16.864707
1;16507819;8609024;2021-07-30 12:26:17.866224
1;16507807;8608918;2021-07-30 12:26:18.867236
1;16507951;8609006;2021-07-30 12:26:19.867905
1;16507919;8608976;2021-07-30 12:26:20.868909
1;16507917;8609015;2021-07-30 12:26:21.870460
1;16507884;8608987;2021-07-30 12:26:23.873300
1;16508001;8609032;2021-07-30 12:26:24.875126
1;16508034;8609130;2021-07-30 12:26:25.876888
1;16508049;8609182;2021-07-30 12:26:26.878657
1;16507926;8609190;2021-07-30 12:26:27.880343
1;16507764;8609004;2021-07-30 12:26:28.882019
1;16507826;8609144;2021-07-30 12:26:29.883729
1;16507816;8609123;2021-07-30 12:26:30.885060
1;16507726;8609117;2021-07-30 12:26:31.886818
1;16507712;8609084;2021-07-30 12:26:32.888550
1;16507713;8609068;2021-07-30 12:26:33.890188
1;16507785;8608993;2021-07-30 12:26:34.891646
1;16507976;8608852;2021-07-30 12:26:35.893030
1;16507819;8608978;2021-07-30 12:26:36.894372
1;16507908;8608850;2021-07-30 12:26:37.895650
1;16507876;8608884;2021-07-30 12:26:38.896874
1;16507844;8609062;2021-07-30 12:26:39.898170
1;16507867;8608990;2021-07-30 12:26:40.899271
1;16507836;8609023;2021-07-30 12:26:41.900625
1;16507930;8609077;2021-07-30 12:26:42.901967
1;16507804;8609134;2021-07-30 12:26:43.903405
1;16507838;8609086;2021-07-30 12:26:44.904705
1;16507876;8609123;2021-07-30 12:26:45.905974
1;16507874;8609071;2021-07-30 12:26:46.907288
1;16507909;8609140;2021-07-30 12:26:47.908435
1;16507272;8609158;2021-07-30 12:26:48.909427
2;16506973;8609364;2021-07-30 12:26:49.910547
2;16507689;8609250;2021-07-30 12:26:50.911622
4;16507767;8609071;2021-07-30 12:26:51.913559
1;16507742;8609030;2021-07-30 12:26:52.914944
1;16507894;8608966;2021-07-30 12:26:53.916804
1;16507868;8608940;2021-07-30 12:26:54.919111
1;16507763;8608937;2021-07-30 12:26:55.921454
1;16507721;8609006;2021-07-30 12:26:56.923597
1;16507821;8608993;2021-07-30 12:26:57.925338
1;16507971;8608998;2021-07-30 12:26:58.927658
1;16507806;8608980;2021-07-30 12:26:59.930467
1;16507824;8608931;2021-07-30 12:27:00.933714
1;16507854;8608918;2021-07-30 12:27:01.936072
1;16507781;8608985;2021-07-30 12:27:02.938817
1;16507907;8608939;2021-07-30 12:27:03.941251
1;16507846;8609078;2021-07-30 12:27:04.943924
1;16507820;8609070;2021-07-30 12:27:05.946351
1;16507862;8609124;2021-07-30 12:27:06.948963
1;16507843;8609046;2021-07-30 12:27:07.951363
1;16507963;8609126;2021-07-30 12:27:08.953093
1;16507905;8609060;2021-07-30 12:27:09.954970
1;16507993;8609135;2021-07-30 12:27:10.956187
1;16507971;8609086;2021-07-30 12:27:11.957345
1;16507942;8609013;2021-07-30 12:27:12.958546
1;16507893;8609113;2021-07-30 12:27:13.959613
1;16507842;8609074;2021-07-30 12:27:14.960634
1;16507788;8609135;2021-07-30 12:27:15.961802
1;16508049;8609185;2021-07-30 12:27:16.962802
1;16507880;8609154;2021-07-30 12:27:18.965952
1;16507841;8609147;2021-07-30 12:27:19.967102
1;16507858;8609146;2021-07-30 12:27:20.969457
1;16507991;8609113;2021-07-30 12:27:21.971057
1;16507843;8609112;2021-07-30 12:27:22.973805
1;16507797;8609095;2021-07-30 12:27:23.975868
1;16507838;8609210;2021-07-30 12:27:24.977435
1;16507852;8609183;2021-07-30 12:27:25.978417
1;16507824;8609153;2021-07-30 12:27:26.979392
1;16507770;8609251;2021-07-30 12:27:27.979930
1;16507778;8609198;2021-07-30 12:27:28.980838
1;16507747;8609212;2021-07-30 12:27:29.982220
1;16507693;8609141;2021-07-30 12:27:30.982771
1;16507695;8609260;2021-07-30 12:27:31.983752
1;16507694;8609121;2021-07-30 12:27:32.984696
1;16507635;8609095;2021-07-30 12:27:33.985487
1;16507626;8608992;2021-07-30 12:27:34.986214
1;16507728;8609016;2021-07-30 12:27:35.986932
1;16507728;8608980;2021-07-30 12:27:36.987423
1;16507664;8609051;2021-07-30 12:27:37.988314
1;16507599;8609028;2021-07-30 12:27:38.988914
1;16507789;8608972;2021-07-30 12:27:39.989951
1;16507723;8608948;2021-07-30 12:27:40.990485
1;16507748;8609045;2021-07-30 12:27:41.990975
1;16507809;8608974;2021-07-30 12:27:42.991893
1;16507848;8608959;2021-07-30 12:27:43.992438
1;16507813;8609088;2021-07-30 12:27:45.995007
1;16507780;8609087;2021-07-30 12:27:46.996469
1;16507883;8609077;2021-07-30 12:27:47.998317
1;16507893;8609095;2021-07-30 12:27:48.999960
1;16507971;8609044;2021-07-30 12:27:50.000505
1;16507837;8609123;2021-07-30 12:27:51.001698
1;16507930;8609117;2021-07-30 12:27:52.002985
1;16507882;8609153;2021-07-30 12:27:53.004708
1;16507932;8609122;2021-07-30 12:27:54.007717
1;16507812;8609171;2021-07-30 12:27:55.009629
1;16507747;8609070;2021-07-30 12:27:56.011263
1;16507961;8609129;2021-07-30 12:27:57.012837
1;16507915;8609093;2021-07-30 12:27:58.013796
1;16507841;8609058;2021-07-30 12:27:59.014945
1;16507785;8609076;2021-07-30 12:28:00.016357
1;16507730;8609093;2021-07-30 12:28:01.017730
1;16507804;8609054;2021-07-30 12:28:02.018979
1;16507898;8609035;2021-07-30 12:28:03.020351
1;16507940;8608944;2021-07-30 12:28:04.021602
1;16507891;8608942;2021-07-30 12:28:05.022851
1;16507987;8608992;2021-07-30 12:28:06.024058
1;16507889;8609062;2021-07-30 12:28:07.025179
1;16507925;8608948;2021-07-30 12:28:08.026287
1;16508013;8608994;2021-07-30 12:28:09.027356
1;16508023;8609064;2021-07-30 12:28:10.028381
1;16507937;8609038;2021-07-30 12:28:11.029384
1;16507900;8609086;2021-07-30 12:28:13.031617
1;16508023;8609067;2021-07-30 12:28:14.033434
1;16508014;8609069;2021-07-30 12:28:15.034630
1;16507920;8609140;2021-07-30 12:28:16.035908
1;16507956;8609160;2021-07-30 12:28:17.037580
1;16507917;8609181;2021-07-30 12:28:18.039261
1;16507808;8609057;2021-07-30 12:28:19.040861
1;16507857;8609216;2021-07-30 12:28:20.042310
1;16507895;8609218;2021-07-30 12:28:21.043322
1;16507870;8609043;2021-07-30 12:28:22.044246
1;16507774;8608981;2021-07-30 12:28:23.044972
1;16507845;8609037;2021-07-30 12:28:24.047482
1;16507740;8609030;2021-07-30 12:28:25.049630
1;16507797;8608930;2021-07-30 12:28:26.050713
1;16507863;8608911;2021-07-30 12:28:27.051546
1;16507837;8608972;2021-07-30 12:28:28.054196
1;16507718;8609035;2021-07-30 12:28:29.054986
1;16507863;8609003;2021-07-30 12:28:30.055684
1;16507905;8609017;2021-07-30 12:28:31.056332
1;16507885;8609094;2021-07-30 12:28:32.057455
1;16507937;8609112;2021-07-30 12:28:33.058169
1;16507929;8609148;2021-07-30 12:28:34.059238
1;16507894;8609190;30.07.21 12:28:37
1;16507888;8609154;30.07.21 12:28:38
1;16507969;8609161;30.07.21 12:28:39
1;16507774;8609168;30.07.21 12:28:40
1;16507833;8609088;30.07.21 12:28:41
1;16507735;8609060;30.07.21 12:28:42
1;16507785;8609044;30.07.21 12:28:43
1;16507859;8609090;30.07.21 12:28:44
1;16507926;8609019;30.07.21 12:28:45
1;16507932;8609030;30.07.21 12:28:46
1;16507961;8609001;30.07.21 12:28:47
1;16507913;8609005;30.07.21 12:28:49
1;16508013;8609003;30.07.21 12:28:50
1;16507964;8609167;30.07.21 12:28:51
1;16508008;8609171;30.07.21 12:28:52
1;16508002;8609230;30.07.21 12:28:53
1;16507960;8609190;30.07.21 12:28:54
1;16507901;8609214;30.07.21 12:28:55
1;16507909;8609172;30.07.21 12:28:56
1;16507867;8609146;30.07.21 12:28:57
1;16507820;8609105;30.07.21 12:28:58
1;16507713;8609113;30.07.21 12:28:59
1;16507737;8609143;30.07.21 12:29:00
1;16507647;8609142;30.07.21 12:29:01
1;16507693;8609061;30.07.21 12:29:02
1;16507695;8609016;30.07.21 12:29:03
1;16507602;8609125;30.07.21 12:29:04
1;16507214;8608979;30.07.21 12:29:05
1;16507685;8608963;30.07.21 12:29:06
1;16507795;8609081;30.07.21 12:29:07
1;16507665;8609139;30.07.21 12:29:08
1;16507815;8609083;30.07.21 12:29:09
1;16507264;8609109;30.07.21 12:29:10
1;16507798;8609073;30.07.21 12:29:11
1;16507944;8609077;30.07.21 12:29:12
1;16507824;8609102;30.07.21 12:29:13
1;16507846;8609031;30.07.21 12:29:14
1;16507930;8609113;30.07.21 12:29:16
1;16507961;8609152;30.07.21 12:29:17
